Dark Cat with White Tail,
Element Soldier,
Sasuke Samurai #4,
Rhinotaurus,
"Akz, the Pumer",
Geargiano,
Acorno,
Stone Armadiller,
"Star Light, Star Bright",
Life Absorbing Machine,
Royal Surrender,
Goblin Out of the Frying Pan,
Puzzle Reborn,
Graydle Split,
Hino-Kagu-Tsuchi,
Giant Germ,
Master Monk,
Marionette Mite,
Jurrac Tyrannus,
Influence Dragon,
Leeching the Light,
Prideful Roar,
Cu Chulainn the Awakened,
Horus' Servant,
Storming Wynn,
Steel Ogre Grotto #1,
Ally of Justice Clausolas,
Curse of Fiend,
Cestus of Dagla,
Chaos End,
Graverobber,
Final Attack Orders,
Give and Take,Foil
Performapal Revival,
Mirage Knight,
Tradetoad,
Winged Kuriboh LV9,
World Legacy Bestowal,
Hourglass of Courage,
Vampire Lady,Foil
Piranha Army,
3-Hump Lacooda,
Mecha-Dog Marron,
Doitsu,
Performapal Lebellman,
Rude Kaiser,
Dancing Elf,
Sea Kamen,
Flying Fish,
Elf's Light,
Jar Robber,Foil
Fairy of the Spring,
Soul Resurrection,Foil
Xing Zhen Hu,
Digital Bug Scaradiator,
Jowgen the Spiritualist,
Invader of Darkness,
Blackwing - Aurora the Northern Lights,
Ectoplasmer,
Hammer Shot,
One-Kuri-Way,
Curse of Anubis,
Aqua Dragon,
Kiseitai,
Seismic Crasher,
Mecha Bunny,
Monoceros,
Moonlit Papillon,
Performapal Stamp Turtle,
Assault Blackwing - Kunai the Drizzle,
Back to Square One,
Spark Blaster,
Tutan Mask,
Ray of Hope,
Dual Assembwurm,
Marionette Mite,
Desert Twister,
Gem-Turtle,
D.D. Telepon,Foil
Goblin Pothole Squad,
Lightray Sorcerer,
Nimble Angler,
Ritual of Destruction,
Winged Sage Falcos,
Kangaroo Champ,
Earth Effigy,Foil
Small Piece Golem,
Beast of the Pharaoh,
Poki Draco,
D/D Ghost,
Hinotama Soul,
Ground Attacker Bugroth,
Shining Friendship,
Elf's Light,
Galaxy Stealth Dragon,
Voltic Bicorn,
Number 80: Rhapsody in Berserk,
The Dark Creator,Foil
Doomsday Horror,
Psychic Snail,
Second Booster,
Emergency Provisions,
Piranha Army,
Medusa Worm,
Beast of the Pharaoh,
Sirenorca,
Doriado,
Peacock,
Lesser Dragon,
Acid Crawler,
Malevolent Nuzzler,
Dark-Piercing Light,
Morale Boost,
Enervating Mist,
Ebon High Magician,
Number 59: Crooked Cook,
Dimension Fortress Weapon,
Warrior of Tradition,
Heavy Mech Support Platform,
Kaiser Vorse Raider,
Heart of the Underdog,
Twin-Headed Wolf,
Magicial Plant Mandragola,
Torpedo Fish,
Elemental HERO Lady Heat,
Chrysalis Mole,
Turbo Synchron,
Performapal Lebellman,
Lord of the Lamp,
Mystical Sheep #2,Foil
Nekogal #2,
Gem-Knight Tourmaline,
Tribute Doll,
Delta Attacker,
"Adreus, Keeper of Armageddon",
The Supremacy Sun,
Meteor of Destruction,
Magical Dimension,
Contract with the Abyss,
Tuner's Scheme,
Cyber Saurus,
Kiseitai,Foil
Ultimate Obedient Fiend,
Energy Bravery,
Basic Insect,
Cyber Soldier of Darkworld,
Garvas,
Steel Ogre Grotto #1,
Last Day of Witch,
Share the Pain,
Hero Signal,
Hero Counterattack,
Hero Counterattack,
Blackwing - Bombardment,
Dark Room of Nightmare,
Zoodiac Hammerkong,
Legendary Flame Lord,
Mushroom Man #2,
UFO Turtle,
T.A.D.P.O.L.E.,
Maniacal Servant,
Naturia Vein,
Card Breaker,
Mogmole,
Big Whale,
Elementsaber Molehu,
Gouki Moonsault,
Sea Kamen,
Gazelle the King of Mythical Beasts,
Wingweaver,
Mind Haxorz,
Miracle Kids,
Half or Nothing,
World Legacy Trap Globe,Foil
Number 42: Galaxy Tomahawk,
Bownty,
Photon Papilloperative,
Fusionist,
Goblin Fan,
Renewal of the World,
Eternal Bond,
Dark Scorpion - Cliff the Trap Remover,
Element Dragon,
Umbral Soul,
Hammer Shark,
Performapal Extra Slinger,
Performapal Extra Slinger,Foil
Krokodilus,
Nekogal #1,
Sonic Maid,
Queen Bird,
Dust Barrier,
Star Changer,Foil
Survival Instinct,
Cyber Blader,
Master of Oz,Foil
Amphibious Bugroth MK-3,
Bicorn Re'em,
Gravity Bind,
Psychic Overload,
Planckton,
Neo-Spacian Marine Dolphin,
Granadora,
Elemental HERO Wildheart,
Garbage Collector,
Orion the Battle King,
Flame Manipulator,
Water Omotics,
Dragonic Attack,
Gouki Cage Match,
Conscription,Foil
Fine,
Limit Impulse,
Oops!,
Junk Warrior,
Number 24: Dragulas the Vampiric Dragon,
Kycoo the Ghost Destroyer,
Phoenix Gearfried,
Number C65: King Overfiend,
Soul of Purity and Light,
Double Magical Arm Bind,
Purushaddoll Aeon,
Cu Chulainn the Awakened,
Rare Metal Dragon,
Brain Jacker,
Elemental HERO Lady Heat,
Fortress Warrior,
Jurrac Stauriko,
Xyz-Raypierce,
Hercules Beetle,Foil
Shovel Crusher,
7,
Misfortune,
Pharaoh's Treasure,
A-to-Z-Dragon Buster Cannon,
Ravenous Crocodragon Archethys,
"Shinato, King of a Higher Plane",
Field-Commander Rahz,
Mine Mole,
Spiders' Lair,
Shadow Spell,
Guard Mines,Foil
Anti-Magic Prism,
Unified Front,
Gora Turtle of Illusion,
Bee List Soldier,
Basic Insect,
Warrior Dai Grepher,
Luster Dragon,
Hero Heart,
Synchro Control,
Chthonian Blast,
Foolish Revival,
Telepathic Power,
Goyo Guardian,
Grave Protector,
Soul Transition,
Mudora,
Pandaborg,
Bug Matrix,
Chain Summon,
Bark of Dark Ruler,
Impenetrable Attack,
"Garoth, Lightsworn Warrior",
Achacha Archer,
High Tide Gyojin,
Warrior Dai Grepher,
Chamberlain of the Six Samurai,
Chorus of Sanctuary,
Pot of Generosity,
Metal Detector,
Crimson Fire,
Destruction Potion,
Orcustrated Attack,
Dark Necrofear,
Slate Warrior,
Magical Reflect Slime,
Spell Shattering Arrow,
Final Ritual of the Ancients,
Overlay Capture,
Fish Depth Charge,
Berserking,
Guard Mines,
Mystical Sand,
Wodan the Resident of the Forest,
Cobraman Sakuzy,
Gale Lizard,
Teva,
Solar Flare Dragon,
Performapal Handstandacoon,Foil
D.D. Borderline,
Gift of the Martyr,
Parallel Selection,
Sealing Ceremony of Mokuton,
The End of Anubis,
Monster Eye,
Unibird,
Silent Psychic Wizard,
Unleash Your Power!,Foil
After the Storm,Foil
Magical Thorn,
Berfomet,
Goblin Attack Force,
Disc Fighter,
Gem-Merchant,
World Chalice Guardragon,
Ancient Brain,
Droll Bird,
Dice Armadillo,Foil
Robotic Knight,
Darkness Approaches,
Token Thanksgiving,
Burst Return,Foil
Temple of the Sun,
Goblin King,
Nopenguin,
Super War-Lion,Foil
Lifeforce Harmonizer,
Second Booster,
"Prufinesse, the Tactical Trapper",
Megalith Och,
Mushroom Man #2,
Blackwing - Gust the Backblast,
Blackwing - Hillen the Tengu-wind,
Spearfish Soldier,
Constellar Aldebaran,
Igknight Veteran,
Dark King of the Abyss,
Skull Stalker,
Hitodenchak,
Crowned by the World Chalice,
Destruction Punch,Foil
The Dragon's Bead,Foil
Dark Coffin,
Spiritual Whisper,
Terminal World,
Backfire,
Dimension Mirage,
Deepsea Shark,
Cu Chulainn the Awakened,
Skull-Mark Ladybug,
Blood Sucker,
Elemental HERO Neo Bubbleman,
Sand Moth,
Shield Warrior,
Mecha Bunny,
Road Synchron,
Tasuke Knight,Foil
Yamatano Dragon Scroll,
Hard Armor,
Leogun,
Omega Goggles,
Beast Rage,
Attack of the Cornered Rat,
Legendary Knight Critias,
D.D. Warrior,
Ultimate Tyranno,
Herculean Power,
Depth Amulet,
A Major Upset,
Rocket Jumper,
Sand Gambler,
Ignoble Knight of Black Laundsallyn,
That Which Feeds on Life,
Phantom Dewan,
Akakieisu,
Horn of Light,
Dimension Distortion,
Lighten the Load,
Cocoon Party,Foil
Narrow Pass,
D. Tribe,Foil
Fine,
World Legacy Collapse,
"Sophia, Goddess of Rebirth",
Shiranui Samuraisaga,
Skilled Dark Magician,
Samurai Cavalry of Reptier,
Overlay Regen,
Localized Tornado,
Igknight Burst,
White Magical Hat,
Rainbow Flower,
Bicular,
Blackwing - Jin the Rain Shadow,
Tardy Orc,
Spirit of the Winds,
Dark Gray,
Two-Mouth Darkruler,
Dragon Treasure,
Light Laser,
Soul Demolition,
Shield Spear,Foil
Offering to the Immortals,
Acid Rain,
Big Burn,
Swift Birdman Joe,Foil
Gemini Summoner,
Gladiator Beast Samnite,
The Dragon Dwelling in the Deep,
Gem-Merchant,
Top Runner,
Swallowtail Butterspy,
Mecha Phantom Beast Sabre Hawk,
Feral Imp,
Sea Serpent Warrior of Darkness,
Stim-Pack,
Burning Land,
Spiritual Energy Settle Machine,
Burst Return,
Fog Control,
Mask of Weakness,
Ready for Intercepting,Foil
Oops!,
Nightmare Penguin,
Herald of Green Light,
Flip Flop Frog,
Garma Sword Oath,
Big Burn,Foil
Karbonala Warrior,
Zombie Tiger,
Ghost Gardna,
Hammer Bounzer,
Swallowtail Butterspy,
Performapal Gongato,
Monster Egg,
Combination Attack,
Pot of Generosity,
Gladiator Beast's Battle Halberd,
Final Gesture,
The Emperor's Holiday,
Sealing Ceremony of Suiton,
Soul Strike,
Orcustrated Core,
Brain Golem,
Armored Bitron,Foil
Stronghold Guardian,
Monster Reincarnation,
Space Insulator,
Dragon Piper,
Hyena,
Izanami,
Weeping Idol,
Saambell the Summoner,
Silver Fang,
Zageningen,
Serpent Marauder,
X-Head Cannon,
Elf's Light,
The A. Forces,
Cestus of Dagla,Foil
Infected Mail,
Flashbang,
Reinforced Space,
Codebreaker Virus Berserker,
Legendary Knight Hermos,
Summoned Skull,
Drill Warrior,
The Legendary Fisherman,Foil
Infernal Flame Emperor,Foil
Gash the Dust Lord,
"World Legacy - ""World Chalice""",
Trancefamiliar,
Star Blast,
Blackwing - Fane the Steel Chain,
Rodenut,
Gouki Moonsault,
"Zefrasaber, Swordmaster of the Nekroz",
Labyrinth Wall,
Sentinel of the Seas,
Violet Crystal,
Array of Revealing Light,
Sinister Seeds,
Blackwing - Bombardment,
Decode Talker,
Barrier Statue of the Drought,
Archfiend Empress,
Reflect Bounder,
Anteatereatingant,
Fishborg Archer,Foil
Shogi Lance,
Kabuki Dragon,
Fukubiki,
Blast Juggler,
Sage of Silence,
Yamato-no-Kami,
Chow Chow Chan,
Performapal Partnaga,
Fire Reaper,
Tao the Chanter,
The Cheerful Coffin,
Incandescent Ordeal,
Fulfillment of the Contract,
Remote Rebirth,Foil
Threatening Roar,
Zombina,
Firewall Guardian,
Terminal World,
Malevolent Catastrophe,
Labyrinth Tank,
Shadow Tamer,
Second Goblin,
Absorbing Kid from the Sky,
Dark Spider,
Rhinotaurus,
Dark Desertapir,
Majiosheldon,
Aquaactress Guppy,Foil
Wicked Dragon with the Ersatz Head,
Sea Kamen,Foil
Amphibian Beast,
The Cheerful Coffin,Foil
Limit Impulse,
Oh F!sh!,
Psychic Bounder,
Gravelstorm,
Guardian Sphinx,
A Man with Wdjat,
Infernal Dragon,
Tiger Dragon,
Second Booster,
Motivating Captain,
Fighting Dirty,
Maharaghi,
Twin-Sword Marauder,
Double Shark,
Horn Imp,
Golgoil,Foil
Senet Switch,
Cracking,
Eatgaboon,
Elemental Burst,Foil
Miniaturize,
Ritual Buster,
Number 4: Stealth Kragen,
Ojamatch,
Orient Dragon,
Clear Kuriboh,
Master of Oz,
Torapart,
Caligo Claw Crow,Foil
Cloak and Dagger,Foil
Patrician of Darkness,
Winged Minion,
Miracle Flipper,Foil
Fortress Warrior,
Two-Headed King Rex,Foil
Elf's Light,
Union Attack,
Poisonous Winds,
Bottomless Shifting Sand,
Meteorain,
The First Sarcophagus,
Pikeru's Circle of Enchantment,
Immortal Phoenix Gearfried,
Gilasaurus,
Gilford the Lightning,
"Super Armored Robot Armed Black Iron ""C""",
Dark Magic Curtain,Foil
Tokkosho of Ghost Destroying,
Pendulum Hole,
Linkerbell,
Needle Ball,
Enraged Battle Ox,
Twinheaded Beast,
Return Zombie,
Phantom Cricket,
Hurricail,
Hitodenchak,Foil
Fungi of the Musk,
Acid Crawler,
Des Croaking,
Negate Attack,Foil
Reinforced Space,
Number 14: Greedy Sarameya,
Disposable Learner Device,
De-Synchro,
Fish Depth Charge,
Obnoxious Celtic Guard,
Drillago,
Solar Flare Dragon,
Hunter Owl,
Tricular,
Xyz-Raypierce,
Performapal Handstandaccoon,Foil
Clown Zombie,
Korogashi,Foil
Ill witch,
Heart of Clear Water,
Nitro Unit,
Psi-Station,
Final Attack Orders,Foil
The Grave of Enkindling,
Meteor Flare,
Dystopia the Despondent,
Kwagar Hercules,
Winged Kuriboh,
Fukubiki,Foil
4-Starred Ladybug of Doom,
Twinheaded Beast,
Atomic Firefly,
The Trojan Horse,
Turbo Synchron,Foil
Creepy Coney,
Performapal Guitartle,
Guardragon Justicia,
Miracle Dig,
Triangle Power,
Triangle Power,
Disarmament,
Terra Firma Gravity,
Strike Slash,
Fine,
Sealing Ceremony of Raiton,
Gem-Knight Ruby,
"Exxod, Master of the Guard",
Pharaonic Guardian Sphinx,
Swords of Revealing Light,
Regenerating Mummy,
Storming Wynn,
Man Beast of Ares,
Woodland Archer,
Tasuke Knight,
Bravedrive,
Ray & Temperature,Foil
Luster Dragon #2,
Hinotama,
Card Shuffle,
Orb of Yasaka,
Minefield Eruption,
Aegis of Gaia,
Chaos Trap Hole,
Soul Strike,
Guardragon Corewakening,Foil
Rebellion,
Dark Balter the Terrible,
Gandora the Dragon of Destruction,
Greed Quasar,
Nobleman of Extermination,
Generation Shift,
Roaring Ocean Snake,
Board Soldier,
Mysterious Guard,Foil
T.A.D.P.O.L.E.,
Panther Shark,
Sebek's Blessing,
Marshmallon Glasses,
Fulfillment of the Contract,
Intruder Alarm - Yellow Alert,
Byroad Sacrifice,Foil
Trap Reclamation,
Ivy Shackles,
Black Feather Beacon,
Escalation of the Monarchs,
Colossal Fighter,
Berserker Soul,
Goblindbergh,
Number 52: Diamond Crab King,
Trident Warrior,
Emergency Provisions,
Lava Battleguard,
Elephant Statue of Blessing,
Blade Rabbit,
Grave Ohja,
D.D. Guide,
Shield Warrior,
Blackwing - Elphin the Raven,
Xyz-Raypierce,
Nightmare Scorpion,Foil
Molten Destruction,Foil
Transcendent Wings,
The Paths of Destiny,
Psychic Rejuvenation,
Icy Crevasse,
Magical Mid-Breaker Field,
Flying Elephant,
The Despair Uranus,
Storm Caller,
Eccentric Boyo,
Three Thousand Needles,
Caligo Claw Crow,
Dark Artist,
Drill Bug,
Board Soldier,
Zubaba Knight,
Arlownay,
Hinotama Soul,
Mad Dog of Darkness,
Gigobyte,
Cloudian - Smoke Ball,Foil
Unicycular,Foil
H - Heated Heart,
